2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
524,대전광역시 서구,공공,학교,배재대학교 평생교육원,대전광역시 서구 배재로 155-40 국제교류관 5층 510호,"042-520-5278
042-520-5777",http://cec.pcu.ac.kr/,,,자료통일성없음,
525,대전광역시 서구,민간,교육산업,백합평생교육원,대전광역시 서구 도산로452번길 2 1층,010-9845-4445,http://dsstudy.webclub.kr/,,180122 폐쇄,,
526,대전광역시 대덕구,공공,주민자치기관,법1동주민센터,대전광역시 대덕구 계족로663번길 36,042-608-5607,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_07&menuId=DPT0501040207,,대전광역시 대덕구청,o,
527,대전광역시 대덕구,공공,주민자치기관,법2동주민센터,대전광역시 대덕구 동춘당로 187,042-608-5608,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_08&menuId=DPT0501040208,,,o,
528,대전광역시 대덕구,공공,복지관,법동종합사회복지관,대전광역시 대덕구 계족로664번길 27,042-633-0239,http://www.bubdong.com/,,,o,
529,대전광역시 대덕구,공공,청소년시설,법동청소년문화의집,대전광역시 대덕구 계족로663번길 36 주민자치센터 3층,"042-628-1555
010-9507-1651",http://bubdongyouth.modoo.at/,,,자료없음,
530,대전광역시 중구,민간,직업훈련시설,베이직패션아카데미,대전광역시 중구 중교로 53 기신빌딩 4층,042-223-5280,http://www.fashionweb.co.kr/,,180122 폐쇄,,
531,대전광역시 중구,민간,직업훈련시설,베제라커피아카데미,대전광역시 중구 보문산로 116,070-8742-1901,http://www.bezzeracoffee.com/,,,,
532,대전광역시 서구,공공,주민자치기관,변동주민센터,대전광역시 서구 중반5길 133,042-525-5619,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0500017,,대전광역시 서구청,o,
533,대전광역시 동구,공공,학교,보문고등학교,대전광역시 동구 우암로 57,042-620-6609,http://bomoonhs.djsch.kr/main.do,,도메인주소 같음,자료없음,
534,대전광역시 동구,공공,학교,보문중학교,대전광역시 동구 우암로 57,042-620-6705,http://bomoonms.djsch.kr/main.do,,,자료없음,
535,대전광역시 서구,민간,직업훈련시설,보아스간호학원 ,"대전광역시 서구 둔산남로9번길 35 청암빌딩 4, 5층",042-471-3101,http://www.boasmedi.com/,,,,
536,대전광역시 서구,공공,주민자치기관,복수동주민센터,대전광역시 서구 복수서로 26,042-583-3293,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0100017,,대전광역시 서구청,o,
537,대전광역시 중구,민간,직업훈련시설,본커스텀직업전문학원,대전광역시 중구 대전천서로 409-7,"070-7622-6339
010-9410-8417",http://cafe.naver.com/gapaint,,,,
538,대전광역시 서구,민간,직업훈련시설,봉숭아손톱학원,대전광역시 서구 둔산로 30 3층,042-489-4188,http://www.nailxpert.com/,,,,
539,대전광역시 유성구,공공,학교,봉암초등학교,대전광역시 유성구 궁동로 21,042-822-2192,http://bongames.djsch.kr/main.do,,,자료없음,
540,대전광역시 중구,공공,주민자치기관,부사동주민센터,대전광역시 중구 보문로68번길 20,042-253-4407,http://www.djjunggu.go.kr/html/dong/dong_010807.html,,대전광역시 중구청,o,
541,대전광역시 유성구,공공,여성관련시설,북부여성가족원,대전광역시 유성구 대덕대로 1173,042-270-7800,http://www.daejeon.go.kr/lif/index.do,,대전광역시 여성가족원,수집대상이이미지,
542,대전광역시 서구,민간,직업훈련시설,뷰티인미용학원,대전광역시 서구 문정로 70 J&S빌딩 7층,042-482-7662,http://daejeon.e-beautyacademy.com/,,,,
543,대전광역시 서구,민간,기타,브레인스쿨 대전센터,대전광역시 서구 둔산북로 36 대영프라자 212~213호,042-489-7083,http://www.brainschool.co.kr/center_id/center_id_Main.asp?CenterCode=30221,,,,
544,대전광역시 대덕구,공공,주민자치기관,비래동주민센터,대전광역시 대덕구 비래동로 10,042-608-5604,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_04&menuId=DPT0501040204,,대전광역시 대덕구청,o,
545,대전광역시 유성구,민간,기타,빅스타실용음악학원,대전광역시 유성구 대학로151번길 36 4~6층,042-825-5311,http://www.bigstarent.co.kr/,,,,
546,대전광역시 서구,민간,직업훈련시설,빛인테리어사업자양성원,대전광역시 서구 계룡로553번안길 69,042-482-3537,http://www.ibsh.co.kr/,,,,
547,대전광역시 대덕구,민간,교육산업,사사평생교육원,대전광역시 대덕구 동서대로 1809 3층,042-636-4403,http://www.sasaedu.net/,,180122 폐쇄,,
548,대전광역시 동구,공공,주민자치기관,산내동주민센터,대전광역시 동구 산내로 1326,042-259-7651,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,o,
549,대전광역시 동구,공공,복지관,산내종합사회복지관,대전광역시 동구 산내로 1352-25,042-272-0591~2,http://www.sannaewf.or.kr/,,,자료없음,
550,대전광역시 동구,공공,학교,산내초등학교,대전광역시 동구 산내로 1292,042-273-2301~3,http://djsnes.djsch.kr/main.do,,,자료없음,
551,대전광역시 중구,공공,학교,산서초등학교,대전광역시 중구 남달미로 87,042-285-7221,http://djsanseoes.djsch.kr/main.do,,,자료없음,
552,대전광역시 중구,공공,도서관,산성도서관,대전광역시 중구 산서로62번길 53,042-220-0700,http://www.djsecc.or.kr/M_library/,,,자료없음,
553,대전광역시 중구,공공,주민자치기관,산성동주민센터,대전광역시 중구 대둔산로 403,042-581-1175,http://www.djjunggu.go.kr/html/dong/dong_011707.html,,대전광역시 중구청,o,
554,대전광역시 동구,공공,학교,산흥초등학교,대전광역시 동구 산내로 509,042-274-7222,http://sanheunges.djsch.kr/main.do,,,자료없음,
555,대전광역시 서구,민간,청소년시설,살레시오청소년수련원,대전광역시 서구 구봉로 458-1,042-584-0654,http://www.sycenter.net/,,,,
556,대전광역시 동구,공공,주민자치기관,삼성동주민센터,대전광역시 동구 태전로 138-12,042-259-7591,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,평생학습과,
557,대전광역시 서구,민간,청소년시설,삼천청소년문화의집,대전광역시 서구 둔산남로191번길 16,042-486-9199,미운영,,180122 폐쇄,,
558,대전광역시 대덕구,공공,학교,새일초등학교,대전광역시 대덕구 덕암로125번길,042-931-1414,http://saeiles.djsch.kr/main.do,,,자료없음,
559,대전광역시 동구,민간,복지관,생명종합사회복지관,대전광역시 동구 동부로 56-7,042-283-9190,http://www.saengmyeong.net/,,,,
560,대전광역시 서구,공공,복지관,서구노인복지관,대전광역시 서구 남선로 66,042-488-6297~8,http://www.woorinoin.or.kr/,,,수집안됨,
561,대전광역시 서구,공공,국가 및 지자체,서구청,대전광역시 서구 둔산서로 100,042-611-6114,http://www.seogu.go.kr/,,대전광역시 서구청,o,
562,대전광역시 서구,공공,학교,서대전고등학교,대전광역시 서구 월평동로 60,042-479-2004,http://sdjhs.djsch.kr/main.do,,도메인주소 같음,자료없음,
563,대전광역시 서구,공공,학교,서대전여자고등학교,대전광역시 서구 배재로197번길 20,042-520-6105,http://seodaejeonhs.djsch.kr/main.do,,,자료없음,
564,대전광역시 중구,공공,학교,서대전초등학교,대전광역시 중구 선화로 17,042-253-6961,http://sdjes.djsch.kr/main.do,,도메인주소 같음,자료없음,
565,대전광역시 서구,민간,직업훈련시설,서울일러스트학원 대전캠퍼스,대전광역시 서구 둔산남로9번길 45 명승빌딩 5층,042-472-9909,http://www.seoulillust.co.kr/,,,,
566,대전광역시 서구,공공,학교,서일고등학교,대전광역시 서구 계백로828번길 30,042-540-5504,http://seoilhs.djsch.kr/main.do,,도메인주소 같음,자료없음,
567,대전광역시 서구,공공,학교,서일여자고등학교,대전광역시 서구 구봉산북로 22,042-540-7703,http://seoil-ghs.djsch.kr/main.do,,,자료없음,
568,대전광역시 중구,공공,주민자치기관,석교동주민센터,대전광역시 중구 대종로 228,042-271-4408,http://www.djjunggu.go.kr/html/dong/dong_010607.html,,대전광역시 중구청,o,
569,대전광역시 대덕구,공공,주민자치기관,석봉동주민센터,대전광역시 대덕구 석봉로37번길 15,042-608-5610,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_10&menuId=DPT0501040210,,대전광역시 대덕구청,o,
570,대전광역시 동구,공공,도서관,성남도서관,대전광역시 동구 성남로 38-5,042-259-7091,http://lib.donggu.go.kr/html/library/seongnamlib/,,,자료없음,
571,대전광역시 동구,공공,주민자치기관,성남동주민센터,대전광역시 동구 계족로368번길 70,042-259-7531,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,평생학습과,
572,대전광역시 유성구,공공,학교,성덕중학교,대전광역시 유성구 신성로 19,042-861-6705~6,http://sungdukms.djsch.kr/main.do,,,자료없음,
573,대전광역시 중구,공공,복지관,성락종합사회복지관,대전광역시 중구 선화로43번길 13,"042-254-6396
042-255-2278",http://www.sunglak.org/,,,o,
574,대전광역시 중구,민간,직업훈련시설,성심당제과제빵학원,대전광역시 중구 대전천서로 455 2층,"042-221-0055
042-221-0088",http://www.ssd.pe.kr/,,,,
575,대전광역시 서구,민간,교육산업,세계외국어평생교육원,대전광역시 서구 둔산로 8 밀레니움프라자 301호,042-488-9855,http://www.weiedu.co.kr/,,,,
576,대전광역시 서구,민간,직업훈련시설,세계음료와인칵테일커피학원,대전광역시 서구 둔산남로9번길 69 대영빌딩 3층,042-484-1311,http://www.cooktail.co.kr/,,,,
577,대전광역시 중구,민간,문화센터,세이 문화센터, 대전광역시 중구 계백로 1700 세이백화점 7층,"042-229-2626
042-229-2630",http://www.saydept.com/culture/lecture.htm,,,,
578,대전광역시 서구,민간,문화센터,세이브존대전점문화센터,대전광역시 서구 둔산로 201 세이브존 6층,042-479-9000,http://dj.savezone.co.kr,,,,
579,대전광역시 중구,민간,직업훈련시설,세잔컴퓨터디자인학원(세잔IT직업전문학교),대전광역시 중구 대종로 523,042-252-1153,http://www.djcezanne.co.kr/,,,,
580,대전광역시 유성구,민간,직업훈련시설,세종간호전문학원,대전광역시 유성구 유성대로 785,042-823-3200,http://www.sjna.kr/,,,,
581,대전광역시 서구,민간,교육산업,세종아트평생교육원, 대전광역시 서구 도안남로 145, 042-542-2545,미운영,,180122 폐쇄,,
582,대전광역시 중구,민간,직업훈련시설,세종애견미용학원,대전광역시 중구 대흥로157번길 48 5층,042-242-2999,http://www.sjtrimmeracademy.co.kr/,,,,
583,대전광역시 동구,공공,학교,세천초등학교,대전광역시 동구 옥천로 610-12,042-273-1965,http://www.secheon.es.kr/,,,자료없음,
584,대전광역시 중구,민간,문화센터,손평생핸드메이드공방학원(평생문화센터 대전중앙지부),대전광역시 중구 보문로260번길 4 3층,042-222-3310,http://secheones.djsch.kr/main.do,,,,
585,대전광역시 유성구,공공,복지관,송강종합사회복지관,대전광역시 유성구 봉산로 45,042-934-6338,http://www.songkang.or.kr/,,,수집안됨,
586,대전광역시 대덕구,공공,주민자치기관,송촌동주민센터,대전광역시 대덕구 동춘당로94번길 11,042-608-5605,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_05&menuId=DPT0501040205,,대전광역시 대덕구청,o,
587,대전광역시 대덕구,공공,도서관,송촌평생학습도서관,대전광역시 대덕구 송촌로 59,042-608-5513,https://lib.daedeok.go.kr,,,자료없음,
588,대전광역시 서구,민간,교육산업,수림조경평생교육원,대전광역시 서구 둔산로 130 대덕프라자 709호,042-471-5113,http://www.learningmen.com/ins/3053136329000,,180122 폐쇄,,
589,대전광역시 중구,민간,직업훈련시설,스마트전기소방학원,대전광역시 중구 동서대로 1319,042-221-2420,http://www.smartea.kr/,,,,
590,대전광역시 중구,민간,기타,시사중국어학원,대전광역시 중구 중앙로 149 한솔그린타워빌딩 5층,042-222-9582,http://sisacn.com/,,,,
591,대전광역시 대덕구,공공,복지관,신대노인복지관,대전광역시 대덕구 회덕로22번길 5,042-627-0764,미운영,,180122 폐쇄,x,
592,대전광역시 유성구,공공,주민자치기관,신성동주민센터,대전광역시 유성구 신성로 55,042-601-6770,http://lifelong.yuseong.go.kr/,,변경 후-주민자치센터_유성구청,자료없음,
593,대전광역시 동구,공공,주민자치기관,신인동주민센터,대전광역시 동구 충로203번길 28-25,042-259-7231,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,평생학습과,보류
594,대전광역시 대덕구,공공,학교,신탄중앙중학교,대전광역시 대덕구 덕암로233번길 24,042-331-3333,http://sintanjungangms.djsch.kr/main.do,,,자료없음,
595,대전광역시 대덕구,공공,학교,신탄진고등학교,대전광역시 대덕구 신탄진북로 14,042-602-3800,http://shintanjinhs.djsch.kr/main.do,,,자료없음,
596,대전광역시 대덕구,공공,주민자치기관,신탄진동주민센터,대전광역시 대덕구 신탄진로 830,042-608-5609,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_09&menuId=DPT0501040209,,대전광역시 대덕구청,,
597,대전광역시 대덕구,민간,문화예술,신탄진문화의집,대전광역시 대덕구 신탄진로 830 신탄진동주민센터 3층,042-608-5796,미운영,,180122 폐쇄,,
598,대전광역시 대덕구,공공,학교,신탄진용정초등학교,대전광역시 대덕구 대청로 65,"042-932-0182(주)
042-931-1385(야)",http://stj-yongjeonges.djsch.kr/main.do,,,,
599,대전광역시 대덕구,공공,학교,신탄진중학교,대전광역시 대덕구 석봉로 15, 042-930-0600,http://stjms.djsch.kr/main.do,,,,
600,대전광역시 대덕구,공공,학교,신탄진초등학교,대전광역시 대덕구 석봉로3번길 50,042-366-3223,http://sintanjines.djsch.kr/main.do,,,,
601,대전광역시 대덕구,공공,도서관,신탄진평생학습도서관,대전광역시 대덕구 신탄진동로 64,042-608-5511,https://lib.daedeok.go.kr,,,,
602,대전광역시 유성구,민간,기타,신협연수원,대전광역시 유성구 동서대로 49,042-820-5114,https://hs-cusi.cu.co.kr,,,,
603,대전광역시 서구,민간,기타,쑤중국어학원,대전광역시 서구 둔산로 70 신우빌딩 301호,042-484-8827~8,http://www.sshu.co.kr/,,,,
604,대전광역시 서구,민간,교육산업,쓰리디기술교육평생교육원(3D기술교육평생교육원),대전광역시 서구 둔산중로 38 메트로존 415호,042-489-3339,http://www.learningmen.com/ins/3810300123000,,180122 폐쇄,,
605,대전광역시 서구,민간,교육산업,씨에스와이평생교육원(CSY평생교육원),대전광역시 서구 둔산로 136 9층 902호,042-485-1590,http://cafe.naver.com/csyforeveredu/16,,,,
606,대전광역시 서구,민간,기타,씨엔따이중국어학원 대전둔산캠퍼스,대전광역시 서구 둔산동 1091번지 밀레니엄프라자 6F,042-471-9006,http://www.hyundaihanyu.co.kr/,,변경 후-현대중국어학원,,
607,대전광역시 서구,민간,사이버학습,씨큐랜드원격평생교육원(쏙넷),대전광역시 서구 문정로2번길 113 탑스빌 204호,"042-484-8480
1577-5504",http://www.ssoc.net/,,,,
608,대전광역시 중구,민간,직업훈련시설,아뜰리에뷰티아카데미미용학원,대전광역시 중구 중앙로 149 한솔그린타워 8층,042-253-6000,http://daejeon.atelierkorea.com/,,,,
609,대전광역시 중구,민간,직업훈련시설,아름다운사람들미용학원,"대전광역시 중구 중앙로 154 하나금융프라자 5,6층",042-223-2055,http://daejeon.bpcampus.com/,,,,
610,대전광역시 서구,민간,직업훈련시설,아우라뷰티칼리지미용학원,대전광역시 서구 계룡로 637, 042-538-3330,http://daejeon-west.aura-bc.com/,,,,
611,대전광역시 대덕구,민간,교육산업,아우름평생교육원,대전광역시 대덕구 한밭대로 1141 진성빌딩4층,042-627-2212,http://www.aureum.or.kr/,,,,
612,대전광역시 동구,민간,교육산업,아이린평생교육원,대전광역시 동구 계족로 167,042-383-7739,http://cafe.naver.com/irin3837739,,변경 후-아이린 창의교육원,,
613,대전광역시 대덕구,민간,기타,아이빅실용음악학원,대전광역시 대덕구 계족로 538,042-634-1416,http://www.ibigm.com/,,,,
614,대전광역시 유성구,민간,기타,아이앤지토익학원(iNG토익학원),대전광역시 유성구 대학로 87-1 드림빌딩 6층,"042-824-7005
070-8229-6067",http://www.ingtoeic.com/,,180122 폐쇄,,
615,대전광역시 서구,민간,직업훈련시설,아이에이커피바리스타교육학원,대전광역시 서구 문정로 22 충렬공회관 4층,042-483-3553,http://cafe.naver.com/iacoffee/,,,,
616,대전광역시 서구,민간,직업훈련시설,아이코리아인재개발원,대전광역시 서구 도산로 339 2층,042-334-1231,http://www.ikr.or.kr/,,,,
617,대전광역시 서구,민간,직업훈련시설,아이티스쿨 정보기술교육원,대전광역시 서구 계룡로 636 도산회관 7층,042-525-2666,http://www.itschool.or.kr/,,,,
618,대전광역시 유성구,민간,박물관 및 미술관,아주미술관,대전광역시 유성구 대덕대로989번길 9-51,042-863-0055,http://www.asiamuseum.asia/,,,,
619,대전광역시 대덕구,공공,도서관,안산평생학습도서관,대전광역시 대덕구 계족로663번길 25,042-608-5512,https://lib.daedeok.go.kr,,변경 후-대덕구 평생학습도서관,,
620,대전광역시 서구,공공,도서관,어린이도서관,대전광역시 서구 정림동로 25,042-581-2574,http://childlib.or.kr/flow/,,,,
621,대전광역시 서구,민간,직업훈련시설,에꼴뒤뱅대전학원,대전광역시 서구 둔산중로64번길 26 문빌딩 4층,042-531-0952,http://www.ecoleduvin.co.kr/,,,,
622,대전광역시 중구,민간,기타,에듀모어공무원고시학원,"대전광역시 중구 계룡로 876 메종드메디컬빌딩 9,10층",042-528-8383,http://www.emgong.com/,,180122 폐쇄,,
623,대전광역시 중구,민간,기타,"에듀모어학원(공인중개사, 공무원, 교원임용)",대전광역시 중구 계룡로 876 메종드메디컬빌딩 8~12층,042-528-0982,http://djgosi.edumore.co.kr/,,180122 폐쇄,,
624,대전광역시 중구,민간,사이버학습,에듀사이버평생교육원,대전광역시 중구 산서로50번길 29-4,"1600-1383
070-7836-9192",http://www.edu007.kr/,,,,
625,대전광역시 중구,민간,사이버학습,에듀한빛원격평생교육시설,대전광역시 중구 테미로44번안길 14 지하1층,042-584-5331,미운영,,180122 폐쇄,,
626,대전광역시 중구,민간,사이버학습,에스넷원격평생교육원,대전광역시 중구 대흥로 88 다솜타워 6층,1644-6541,www.snetedu.co.kr/,,,,
627,대전광역시 대덕구,민간,직업훈련시설,에스프레소코리아커피학원,대전광역시 대덕구 동서대로 1797,042-489-1744,http://cafe.naver.com/djcoffee,,,,
628,대전광역시 동구,민간,직업훈련시설,에크루패션디자인학원,대전광역시 동구 대전로 770 3층,042-252-2356,http://blog.naver.com/gghhm,,,,
629,대전광역시 동구,민간,직업훈련시설,에프엠에스패션모델전문학원(FMS패션모델전문학원),대전광역시 동구 중앙로200번길 3 3층,042-223-7757,http://fms.smartsm.co.kr/,,,,
630,대전광역시 중구,민간,직업훈련시설,엔비씨꽃예술아카데미(NBC꽃예술아카데미),대전광역시 중구 대종로 583 선호상가 110호,"042-625-2004
010-2456-0160",http://www.nbcflower.com/,,180122 폐쇄,,
631,대전광역시 서구,민간,직업훈련시설,엠비씨아카데미뷰티스쿨 대전서구점(MBC아카데미뷰티스쿨 대전서구점),대전광역시 서구 계룡로 637 8층,042-538-3330,http://www.mbcbeauty.co.kr/?r=daejeon,,,,
632,대전광역시 유성구,민간,기타,엠아이틴팅카인스톨학원,대전광역시 유성구 유성대로 583,042-536-7978,http://cafe.naver.com/topauto7,,,,
633,대전광역시 서구,공공,여성관련시설,여성가족원,대전광역시 서구 배재로 181,"042-270-7610~7
042-270-7620~6
042-270-7630~6",http://www.daejeon.go.kr/lif/index.do,,대전광역시 여성가족원,,
634,대전광역시 대덕구,민간,직업훈련시설,열린컴퓨터학원,대전광역시 대덕구 대전로 1159,042-636-3835,http://www.opcom.or.kr/,,,,
635,대전광역시 서구,민간,직업훈련시설,예스바리스타학원,대전광역시 서구 계백로 1161 유니온빌딩 401호,042-541-5599,http://yesbarista.foredu.kr/,,,,
636,대전광역시 동구,민간,박물관 및 미술관,옛터민속박물관,대전광역시 동구 산내로 321-35,042-274-0016,http://www.yetermuseum.com/,,,,
637,대전광역시 중구,공공,주민자치기관,오류동주민센터,대전광역시 중구 오류로 56,042-522-2303,http://www.djjunggu.go.kr/html/dong/dong_011007.html,,대전광역시 중구청,,
638,대전광역시 대덕구,공공,주민자치기관,오정동주민센터,대전광역시 대덕구 한밭대로972번길 92,042-608-5601,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_01&menuId=DPT0501040201,,대전광역시 대덕구청,,
639,대전광역시 대덕구,공공,학교,오정중학교,대전광역시 대덕구 한남로150번길 135,042-627-0603~4,http://ojeongms.djsch.kr/main.do,,,,
640,대전광역시 유성구,민간,교육산업,온누리평생교육원,대전광역시 유성구 어은로57번길 9 지하1층,042-361-5544,http://cafe.daum.net/ysonedu,,,,
641,대전광역시 유성구,공공,주민자치기관,온천1동주민센터,대전광역시 유성구 도안대로589번길 35,042-601-6680,https://www.yuseong.go.kr/?page_id=14123,,변경 후-주민자치센터_유성구청,,
642,대전광역시 유성구,공공,주민자치기관,온천2동주민센터,대전광역시 유성구 장대로 120,042-601-6710,https://www.yuseong.go.kr/?page_id=14164,,,,
643,대전광역시 대덕구,공공,학교,와동초등학교,대전광역시 대덕구 신탄진로 189,042-627-6566,http://djwadonges.djsch.kr/main.do,,,,
644,대전광역시 중구,민간,직업훈련시설,와야커피스쿨학원,대전광역시 중구 보문산로 45,070-4175-1717,http://www.wayacoffee.com/,,,,
645,대전광역시 서구,민간,기타,와이비엠어학원 대전센터(YBM어학원 대전센터),대전광역시 서구 대덕대로 243 광신빌딩 4층,042-483-0509,http://daejeon.ybmedu.com/,,,,
646,대전광역시 유성구,공공,학교,외삼초등학교,대전광역시 유성구 반석동로 63,042-824-2240,http://oesames.djsch.kr/main.do,,,,
647,대전광역시 중구,공공,주민자치기관,용두동주민센터,대전광역시 중구 동서대로1322번길 111,042-253-4412,http://www.djjunggu.go.kr/html/dong/dong_010907.html,,대전광역시 중구청,,
648,대전광역시 서구,공공,주민자치기관,용문동주민센터,대전광역시 서구 계룡로2번길 6,042-525-5622,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0600017,,대전광역시 서구청,,
649,대전광역시 서구,공공,복지관,용문종합사회복지관,대전광역시 서구 계룡로 626-1,042-537-0615~6,http://www.ymswc.or.kr/,,,,
650,대전광역시 동구,공공,도서관,용운도서관,대전광역시 동구 새울로68번길 23-23,042-259-7021,http://lib.donggu.go.kr/html/library/yongunlib/,,대전광역시 동구 공공도서관,,
651,대전광역시 동구,공공,주민자치기관,용운동주민센터,대전광역시 동구 새울로109번길 5,042-259-7351,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,,
652,대전광역시 동구,공공,복지관,용운종합사회복지관,대전광역시 동구 용운로 110,042-284-5717,http://yusw.or.kr/,,,,
653,대전광역시 동구,공공,주민자치기관,용전동주민센터,대전광역시 동구 계족로 515,042-259-7501,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,,
654,대전광역시 동구,공공,학교,우송고등학교,대전광역시 동구 동대전로131번길 53,042-620-5200,http://wshs.djsch.kr/main.do,,,,
655,대전광역시 동구,공공,도서관,우송대학교 도서관(우송도서관),대전광역시 동구 동대전로 171,042-629-6502~3,http://library.wsu.ac.kr/,,,,
656,대전광역시 동구,공공,학교,우송중학교,대전광역시 동구 동대전로131번길 53,042-620-5000,http://woosongms.djsch.kr/main.do,,,,
657,대전광역시 서구,민간,직업훈련시설,우쌤전산세무회계직업전문학교,대전광역시 서구 둔산서로 3 선우빌딩 11층,042-488-8085,http://www.woossam.com/,,,,
658,대전광역시 유성구,민간,교육산업,우재평생교육원,대전광역시 유성구 유성대로 782 5층,"042-824-4224
010-4136-1478",http://woojae.org/,,180122 폐쇄,,
659,대전광역시 유성구,공공,주민자치기관,원신흥동주민센터,대전광역시 유성구 봉명로 27-18,042-601-6910,https://www.yuseong.go.kr/?page_id=14186,,변경 후-주민자치센터_유성구청,,
660,대전광역시 동구,민간,직업훈련시설,월드용접전문기술학원,대전광역시 동구 태전로 7 스타라인빌딩 별관 3층,042-252-9550,http://월드용접기술학원.com/info/intro.php,,,,
661,대전광역시 서구,공공,주민자치기관,월평1동주민센터,대전광역시 서구 월평서로 13,042-485-1676,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG1600017,,대전광역시 서구청,,
662,대전광역시 서구,공공,주민자치기관,월평2동주민센터,대전광역시 서구 갈마역로 145,042-488-4072,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG1700017,,,,
663,대전광역시 서구,공공,주민자치기관,월평3동주민센터,대전광역시 서구 청사로 27-9,042-488-8491,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG1800017,,,통일성없음,
664,대전광역시 서구,공공,복지관,월평종합사회복지관,대전광역시 서구 월평북로 11,042-484-6181,http://www.wpwelfare.net/,,,,
665,대전광역시 서구,민간,기타,웰러스미용학원,대전광역시 서구 문정로 68 4층,042-471-7445,http://www.wellus.kr,,,,
666,대전광역시 유성구,공공,학교,유성고등학교,대전광역시 유성구 유성대로654번길 130,042-824-0261,http://yshs.djsch.kr/main.do,,,,
667,대전광역시 유성구,공공,국가 및 지자체,유성구 평생학습원(구암센터),대전 유성구 유성대로 626번길 57,042-601-6565,http://lifelong.yuseong.go.kr/,,대전광역시유성구 평생학습센터,,
668,대전광역시 유성구,공공,국가 및 지자체,유성구 평생학습원(전민센터),대전 유성구 엑스포로 438,042-601-6580,,,,,
669,대전광역시 유성구,공공,복지관,유성구노인복지관,대전광역시 유성구 가정로 15,042-862-4634~5,http://www.yesilver.or.kr/,,,,
670,대전광역시 유성구,공공,복지관,유성구장애인종합복지관,대전광역시 유성구 북유성대로 166,042-822-3637,http://www.withway.or.kr/,,,,
671,대전광역시 유성구,공공,복지관,유성구종합사회복지관,대전광역시 유성구 도안대로589번길 27,042-825-3185,http://yuseongswc.or.kr/,,,,
672,대전광역시 유성구,공공,국가 및 지자체,유성구청,대전광역시 유성구 대학로 211,042-601-6500,http://www.yuseong.go.kr/,,,,
673,대전광역시 유성구,공공,도서관,유성도서관,대전광역시 유성구 대덕대로 507-38,042-601-6530,http://lib.yuseong.go.kr/,,대전광역시 유성구 통합도서관,,
674,대전광역시 유성구,공공,문화예술,유성문화원,대전광역시 유성구 문화원로 46,042-823-3915,http://www.yuseong.or.kr/,,,,
675,대전광역시 유성구,공공,학교,유성생명과학고등학교,대전광역시 유성구 월드컵대로 270,042-820-5800,http://ysbsths.djsch.kr/main.do,,,,
676,대전광역시 유성구,공공,학교,유성여자고등학교,대전광역시 유성구 은구비로138번길 70,820-1194~5,http://school.gyo6.net/yuseong-g,,,,
677,대전광역시 유성구,민간,직업훈련시설,유성요양보호사교육원,대전광역시 유성구 계룡로 11,042-544-0975,http://cafe385.daum.net/_c21_/home?grpid=1InIO,,,,
678,대전광역시 유성구,공공,학교,유성중학교,대전광역시 유성구 상대로 33,042-822-1605,http://yuseongms.djsch.kr/main.do,,도메인주소 같음,,
679,대전광역시 유성구,공공,학교,유성초등학교,대전광역시 유성구 장대로71번길 12,042-822-0310,http://yuseonges.djsch.kr/main.do,,,,
680,대전광역시 유성구,민간,직업훈련시설,유성한국전기학원,대전광역시 유성구 대학로 87 파인빌딩 7층,"042-536-0500
042-536-0503",http://www.hkacd.com/,,,,
681,대전광역시 중구,공공,주민자치기관,유천1동주민센터,대전광역시 중구 계백로1566번길 57,042-583-3001,http://www.djjunggu.go.kr/html/dong/dong_011307.html,,대전광역시 중구청,,
682,대전광역시 중구,공공,주민자치기관,유천2동주민센터,대전광역시 중구 문화로133번길 55,042-584-4114,,,,,
683,대전광역시 서구,민간,교육산업,윤치영스피치와이씨와이평생교육원(윤치영스피치YCY평생교육원),대전광역시 서구 대덕대로242번길 15 둔산의아침빌딩 703호,042-365-6400,http://uplife21.com/xe/,,,,
